,id,Statement,Image,Web,Category,Date,Label,clean,clean_joined
27125,9948,ED arrests alleged Û÷hawalaÛª dealer Naresh Jain,https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_1625488679.jpg,TRIBUNEINDIA,VIOLENCE,Sep-20,TRUE,"['arrests', 'alleged', 'hawala', 'dealer', 'naresh', 'jain']",arrests alleged hawala dealer naresh jain
153,48676,RSS Worker Disguised Himself As A Cop At Farmers Protest? A FactCheck, https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_1012517549.jpg,AUGMENT,VIOLENCE,,Fake,"['rss', 'worker', 'disguised', 'cop', 'farmers', 'protest', 'factcheck']",rss worker disguised cop farmers protest factcheck
29351,56100,Fact Check: Netizens fall for parody account of Macron congratulating India on Rafale.Fact Check: Netizens fall for parody account of Macron congratulating India on Rafale,https://www.thestatesman.com/wp-content/uploads/2020/02/modi-2-1-2.jpg,AUGMENT,GOVERNMENT,,Fake,"['fact', 'check', 'netizens', 'fall', 'parody', 'account', 'macron', 'congratulating', 'india', 'rafale', 'fact', 'check', 'netizens', 'fall', 'parody', 'account', 'macron', 'congratulating', 'india', 'rafale']",fact check netizens fall parody account macron congratulating india rafale fact check netizens fall parody account macron congratulating india rafale
31097,16107,Students not to pay train fare; migrant workers to get full reimbursement: Bihar CM Nitish,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_1948408144.JPG,TRIBUNEINDIA,GOVERNMENT,May-20,TRUE,"['students', 'pay', 'train', 'fare', 'migrant', 'workers', 'reimbursement', 'bihar', 'nitish']",students pay train fare migrant workers reimbursement bihar nitish
2353,14116,Allow disbursement of loans to Amrapali homebuyers: SC to RBI,https://cmsimages.tribuneindia.com/gallary_content/2020/6/Desk/2020_6$smallthumbimg_534352324.jpg,TRIBUNEINDIA,TERROR,Jun-20,TRUE,"['allow', 'disbursement', 'loans', 'amrapali', 'homebuyers', 'rbi']",allow disbursement loans amrapali homebuyers rbi
13675,2744,"PM Modi to visit West Bengal, Odisha today, will conduct aerial survey of damages caused due to AMPHAN",https://www.thestatesman.com/wp-content/uploads/2020/05/wbmodi.jpg,THESTATESMAN,POLITICS,May-20,TRUE,"['modi', 'visit', 'west', 'bengal', 'odisha', 'today', 'conduct', 'aerial', 'survey', 'damages', 'caused', 'amphan']",modi visit west bengal odisha today conduct aerial survey damages caused amphan
29511,37520,All 4 members of SC-appointed panel on farmersï¿½ protest support new farm laws,https://static.theprint.in/wp-content/uploads/2021/01/rre-324x235.jpg,THEPRINT,TRAD,Jan-21,TRUE,"['members', 'appointed', 'panel', 'farmersï', 'protest', 'support', 'new', 'farm', 'laws']",members appointed panel farmersï protest support new farm laws
32981,8748,ED attaches Dubai assets of MirchiÛªs family,https://cmsimages.tribuneindia.com/gallary_content/2020/9/Desk/2020_9$smallthumbimg_1058173630.jpg,TRIBUNEINDIA,ELECTION,Sep-20,TRUE,"['attaches', 'dubai', 'assets', 'mirchi', 'ûªs', 'family']",attaches dubai assets mirchi ûªs family
35468,5057,Statue of Unity gets a tourism boost; PM launches 17 projects,"https://images.indianexpress.com/2020/10/Elk8MuhVgAE3RHg.jpg?resize=450,250",INDIANEXPRESS,POLITICS,Oct-20,TRUE,"['statue', 'unity', 'gets', 'tourism', 'boost', 'launches', 'projects']",statue unity gets tourism boost launches projects
46571,22834,"After demanding CM AdityanathÕs visit, family performs last rites of Unnao rape victim",https://www.thestatesman.com/wp-content/uploads/2019/12/image.jpg,THESTATESMAN,VIOLENCE,Dec-19,TRUE,"['demanding', 'adityanathõs', 'visit', 'family', 'performs', 'rites', 'unnao', 'rape', 'victim']",demanding adityanathõs visit family performs rites unnao rape victim
37865,84,"New Delhi-Lucknow Tejas Express to operate from October 17: Know train journey guidelines, book your ticket on IRCTC ",https://cdn.dnaindia.com/sites/default/files/styles/third/public/2020/10/08/930042-tejas-express-lucknow-to-delhi.jpg,DNAINDIA,GOVERNMENT,Oct-20,TRUE,"['new', 'delhi', 'lucknow', 'tejas', 'express', 'operate', 'october', 'know', 'train', 'journey', 'guidelines', 'book', 'ticket', 'irctc']",new delhi lucknow tejas express operate october know train journey guidelines book ticket irctc
49481,55593,"No, PM Modi did not bow down in front of Adani?s....No, PM Modi Did Not Wear An Arab-Style Headgear To Woo Investors In...",https://www.thestatesman.com/wp-content/uploads/2019/11/babr.jpg,AUGMENT,GOVERNMENT,,Fake,"['modi', 'bow', 'adani', 'modi', 'wear', 'arab', 'style', 'headgear', 'woo', 'investors']",modi bow adani modi wear arab style headgear woo investors
38556,46860,Did SP Workers Jump The Gun With A 'PM Akhilesh' Billboard? Not Quite, https://www.thestatesman.com/wp-content/uploads/2020/06/rg.jpg,AUGMENT,POLITICS,,Fake,"['workers', 'jump', 'gun', 'akhilesh', 'billboard']",workers jump gun akhilesh billboard
37341,48072,Mentally challenged woman falsely accused of child kidnapping held hostage by mob, https://www.thestatesman.com/wp-content/uploads/2019/06/Police-line.jpg,AUGMENT,VIOLENCE,,Fake,"['mentally', 'challenged', 'woman', 'falsely', 'accused', 'child', 'kidnapping', 'held', 'hostage', 'mob']",mentally challenged woman falsely accused child kidnapping held hostage mob
49850,9696,Beware of cons using QR codes for online frauds!,https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_1184789813.jpg,TRIBUNEINDIA,TERROR,Sep-20,TRUE,"['beware', 'cons', 'codes', 'online', 'frauds']",beware cons codes online frauds
47037,48432,Fake Twitter accounts created in Dr Kafeel Khan and his wife Shabista Khanâs name, https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_1916729065.jpg,AUGMENT,MISLEADING,,Fake,"['fake', 'twitter', 'accounts', 'created', 'kafeel', 'khan', 'wife', 'shabista', 'khanâ']",fake twitter accounts created kafeel khan wife shabista khanâ
39896,8009,Guidelines issued for reopening cinema halls with 50 per cent capacity from October 15,https://cmsimages.tribuneindia.com/gallary_content/2020/10/2020_10$smallthumbimg_2009102569.JPG,TRIBUNEINDIA,GOVERNMENT,Oct-20,TRUE,"['guidelines', 'issued', 'reopening', 'cinema', 'halls', 'cent', 'capacity', 'october']",guidelines issued reopening cinema halls cent capacity october
9833,39860,"No, this video does not show a Hindu boy being attacked because he flew a saffron flag from his house in West Bengal",https://factcheck.afp.com/sites/default/files/styles/landing_tag_item_l/public/medias/factchecking/india/bhag-head.png?itok=S0Xp35rf,AFP,VIOLENCE,19-May,Fake,"['video', 'hindu', 'boy', 'attacked', 'flew', 'saffron', 'flag', 'house', 'west', 'bengal']",video hindu boy attacked flew saffron flag house west bengal
46857,313,Û÷Himachal ka chhokraÛª: PMÛªs affectionate reference to Anurag Thakur,"https://images.indianexpress.com/2019/11/anurag-thakur-1200.jpg?resize=450,250",INDIANEXPRESS,ELECTION,Nov-19,TRUE,"['himachal', 'chhokra', 'ûªs', 'affectionate', 'reference', 'anurag', 'thakur']",himachal chhokra ûªs affectionate reference anurag thakur
17374,54131,This picture of coffins is not related to recent coronavirus deaths...,https://englishtribuneimages.blob.core.windows.net/gallary-content/2021/1/2021_1$smallthumbimg_1712373344.jpeg,AUGMENT,COVID-19,,Fake,"['picture', 'coffins', 'related', 'recent', 'coronavirus', 'deaths']",picture coffins related recent coronavirus deaths
26838,14685,Monuments run by Rajasthan govt to be open from June 1: Official,https://cmsimages.tribuneindia.com/gallary_content/2020/5/2020_5$smallthumbimg_707000744.jpg,TRIBUNEINDIA,GOVERNMENT,May-20,TRUE,"['monuments', 'run', 'rajasthan', 'govt', 'open', 'june', 'official']",monuments run rajasthan govt open june official
6519,6204,WorkersÕ bodies stay firm about strike call as MoD terms it Ôinvalid and illegalÕ,"https://images.indianexpress.com/2020/10/workers-fedration.jpg?resize=450,250",INDIANEXPRESS,GOVERNMENT,Oct-20,TRUE,"['workersõ', 'bodies', 'stay', 'firm', 'strike', 'mod', 'terms', 'ôinvalid', 'illegalõ']",workersõ bodies stay firm strike mod terms ôinvalid illegalõ
25763,476,Four labour bills passed in Gujarat Assembly : Easier for small firms to lay off workers,"https://images.indianexpress.com/2020/09/gujarat-assembly.jpg?resize=450,250",INDIANEXPRESS,TERROR,Sep-20,TRUE,"['labour', 'bills', 'passed', 'gujarat', 'assembly', 'easier', 'small', 'firms', 'lay', 'workers']",labour bills passed gujarat assembly easier small firms lay workers
25611,42981,Fact Checked: UNESCO did not declare PM Modi as Best Prime...,https://newsmobile.in/wp-content/uploads/2019/06/MODI_UNESCO.jpg,NEWSMOBILE,POLITICS,19-Jun,Fake,"['fact', 'checked', 'unesco', 'declare', 'modi', 'best', 'prime']",fact checked unesco declare modi best prime
53494,40743,Fact Check: Viral photo showing Karni Sena in Mumbai to support Kangana is false,https://newsmeter.in/wp-content/uploads/2020/09/karni-sena-convoy-300x220.jpg,NEWSMETER,VIOLENCE,20-Sep,Fake,"['fact', 'check', 'viral', 'photo', 'showing', 'karni', 'sena', 'mumbai', 'support', 'kangana', 'false']",fact check viral photo showing karni sena mumbai support kangana false
4567,25794,BABA dRAMa DEV,https://www.wahsarkar.com/wp-content/uploads/2011/06/ramd.jpeg,FACTLY,GOVERNMENT,Jun-11,TRUE,"['baba', 'drama', 'dev']",baba drama dev
36455,29392,"Navjot Singh Sidhu is the Congress new star campaigner, even in Telangana & Rajasthan",https://static.theprint.in/wp-content/uploads/2018/11/navjot-singh-sidhu-324x235.jpg,THEPRINT,ELECTION,Nov-18,TRUE,"['navjot', 'singh', 'sidhu', 'congress', 'new', 'star', 'campaigner', 'telangana', 'rajasthan']",navjot singh sidhu congress new star campaigner telangana rajasthan
4897,38883,Fake News Runs Rampant After Las Vegas Mass Shooting,https://boomlive.in/wp-content/uploads/2017/10/las-vegas-shooting-small.jpg,BOOMLIVE,GOVERNMENT,17-Oct,Fake,"['fake', 'news', 'runs', 'rampant', 'las', 'vegas', 'mass', 'shooting']",fake news runs rampant las vegas mass shooting
11362,21571,"Two dead, over 16 injured in Meghalaya after anti-CAA clashes erupt",https://www.thestatesman.com/wp-content/uploads/2019/06/Shillong-clashes.jpg,THESTATESMAN,GOVERNMENT,Jun-19,TRUE,"['dead', 'injured', 'meghalaya', 'anti', 'caa', 'clashes', 'erupt']",dead injured meghalaya anti caa clashes erupt
49002,1298,Rural schoolchildren in Nuh tune in to radio for education amid the pandemic,https://www.thestatesman.com/wp-content/uploads/2020/09/SCHOOL.jpg,THESTATESMAN,GOVERNMENT,Sep-20,TRUE,"['rural', 'schoolchildren', 'nuh', 'tune', 'radio', 'education', 'amid', 'pandemic']",rural schoolchildren nuh tune radio education amid pandemic
3358,20394,Hold exams while ensuring coronavirus doesnÕt spread: Maharashtra CM to state universities,https://www.thestatesman.com/wp-content/uploads/2020/05/UT-1-1.jpg,THESTATESMAN,GOVERNMENT,May-20,TRUE,"['hold', 'exams', 'ensuring', 'coronavirus', 'doesnõt', 'spread', 'maharashtra', 'state', 'universities']",hold exams ensuring coronavirus doesnõt spread maharashtra state universities
19456,19006,"In Assam, 10K ineligible names to be deleted from NRC",https://cmsimages.tribuneindia.com/gallary_content/2020/10/Desk/2020_10$smallthumbimg_1867850384.jpeg,TRIBUNEINDIA,GOVERNMENT,Oct-20,TRUE,"['assam', 'ineligible', 'names', 'deleted', 'nrc']",assam ineligible names deleted nrc
42761,39988,"No, this video does not show supporters of Indiaâs ruling party tearing down a statue of the countryâs first law minister",https://factcheck.afp.com/sites/default/files/styles/landing_tag_item_l/public/medias/factchecking/india/image_62.jpg?itok=A4jzX4gv,AFP,POLITICS,18-Dec,Fake,"['video', 'supporters', 'indiaâ', 'ruling', 'party', 'tearing', 'statue', 'countryâ', 'law', 'minister']",video supporters indiaâ ruling party tearing statue countryâ law minister
52918,36594,Reliance Defence rejects Rahulï¿½s allegations of Ambani interference in Rafale deal,https://static.theprint.in/wp-content/uploads/2019/02/Rahul-Gandhi-324x235.jpeg,THEPRINT,POLITICS,Feb-19,TRUE,"['reliance', 'defence', 'rejects', 'rahulï', 'allegations', 'ambani', 'interference', 'rafale', 'deal']",reliance defence rejects rahulï allegations ambani interference rafale deal
25817,43838,Woman held for trying to deposit fake currency notes in Kerala ,https://www.oneindia.com/img/250x90/2016/11/500-1000-10-1478750716.jpg,ONEINDIA,COVID-19,16-Nov,Fake,"['woman', 'held', 'trying', 'deposit', 'fake', 'currency', 'notes', 'kerala']",woman held trying deposit fake currency notes kerala
37157,727,"Himachal minister tests Covid-19 positive, 4 days ahead of monsoon session","https://images.indianexpress.com/2020/06/corona-testing-1200-1.jpg?resize=450,250",INDIANEXPRESS,COVID-19,Jun-20,TRUE,"['himachal', 'minister', 'tests', 'covid', 'positive', 'days', 'ahead', 'monsoon', 'session']",himachal minister tests covid positive days ahead monsoon session
32196,30974,"Its newly opened English medium schools in high demand, Chhattisgarh govt plans to scale up",https://static.theprint.in/wp-content/uploads/2021/01/Bhupesh-Baghel-324x235.jpg,THEPRINT,GOVERNMENT,Jan-21,TRUE,"['newly', 'opened', 'english', 'medium', 'schools', 'high', 'demand', 'chhattisgarh', 'govt', 'plans', 'scale']",newly opened english medium schools high demand chhattisgarh govt plans scale
25256,30369,"Two years back, RBI had rejected DBS Banks bid for 50% stake in Lakshmi Vilas Bank",https://static.theprint.in/wp-content/uploads/2020/11/lakshmivilas-324x235.jpg,THEPRINT,TERROR,Nov-20,TRUE,"['years', 'rbi', 'rejected', 'dbs', 'bank', 'bid', 'stake', 'lakshmi', 'vilas', 'bank']",years rbi rejected dbs bank bid stake lakshmi vilas bank
9429,46726,Old image from Egypt shared as male protester of Jamia Milia detained in a burqa, https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_509907404.jpg,AUGMENT,VIOLENCE,,Fake,"['old', 'image', 'egypt', 'shared', 'male', 'protester', 'jamia', 'milia', 'detained', 'burqa']",old image egypt shared male protester jamia milia detained burqa
36576,32747,AIMIM is BJPs middleman: TMC strongman Anubrata Mandal on Asaduddin Owaisis party,https://www.thestatesman.com/wp-content/uploads/2020/11/pjimage-87.jpg,THESTATEMAN,ELECTION,Nov-20,TRUE,"['aimim', 'bjp', 'middleman', 'tmc', 'strongman', 'anubrata', 'mandal', 'asaduddin', 'owaisi', 'party']",aimim bjp middleman tmc strongman anubrata mandal asaduddin owaisi party
9369,55736,Fact Check: Delhi Police Didn't Burn A Broken-Down Bus To Instigate Riots. Fact Check: Delhi Police Didn't Burn A Broken-Down Bus To Instigate...,https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/11/2020_11$smallthumbimg_947774666.jpg,AUGMENT,MISLEADING,,Fake,"['fact', 'check', 'delhi', 'police', 'burn', 'broken', 'bus', 'instigate', 'riots', 'fact', 'check', 'delhi', 'police', 'burn', 'broken', 'bus', 'instigate']",fact check delhi police burn broken bus instigate riots fact check delhi police burn broken bus instigate
46922,51560,"Jatayu, mythical bird from Ramayana, spotted in Kerala? No, itÕs a condor from Argentina",https://newsmobile.in/wp-content/uploads/2020/06/Untitled-design-17-1.png,AUGMENT,VIOLENCE,,Fake,"['jatayu', 'mythical', 'bird', 'ramayana', 'spotted', 'kerala', 'itõs', 'condor', 'argentina']",jatayu mythical bird ramayana spotted kerala itõs condor argentina
34036,54422,Farmers' Protest: Govt to send proposal to farmers on APMC,https://englishtribuneimages.blob.core.windows.net/gallary-content/2021/1/2021_1$smallthumbimg_2117564124.jpg,AUGMENT,POLITICS,,Fake,"['farmers', 'protest', 'govt', 'send', 'proposal', 'farmers', 'apmc']",farmers protest govt send proposal farmers apmc
36751,38689,Fact Check: Owaisi never denied the existence of coronavirus,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/thumbnail_cover_image__1_-170x96.jpeg?CKZ8oEnB_tADcuaRq6XRQy3O_KzmaIqo,INDIATODAY,GOVERNMENT,20-Jul,Fake,"['fact', 'check', 'owaisi', 'denied', 'existence', 'coronavirus']",fact check owaisi denied existence coronavirus
33828,19264,"Ganga museum to showcase riverÕs biodiversity, rejuvenation activities",https://cmsimages.tribuneindia.com/gallary_content/2020/9/2020_9$smallthumbimg_714723911.jpeg,TRIBUNEINDIA,GOVERNMENT,Sep-20,TRUE,"['ganga', 'museum', 'showcase', 'riverõs', 'biodiversity', 'rejuvenation', 'activities']",ganga museum showcase riverõs biodiversity rejuvenation activities
37396,13285,Eastern Ladakh stand-off: Himachal Governor urges Defence Minister to increase deployment,https://cmsimages.tribuneindia.com/gallary_content/2020/6/2020_6$smallthumbimg_1445975833.jpg,TRIBUNEINDIA,POLITICS,Jun-20,TRUE,"['eastern', 'ladakh', 'stand', 'himachal', 'governor', 'urges', 'defence', 'minister', 'increase', 'deployment']",eastern ladakh stand himachal governor urges defence minister increase deployment
50139,54104,"No Night On August 12, Say WhatsApp Forwards: Separating Space News...",https://englishtribuneimages.blob.core.windows.net/gallary-content/2020/12/2020_12$smallthumbimg_699510220.jpg,AUGMENT,MISLEADING,,Fake,"['night', 'august', 'whatsapp', 'forwards', 'separating', 'space', 'news']",night august whatsapp forwards separating space news
39263,24170,"PGIMER Chandigarh recruitment: Applications invited for various posts, apply till October 3 at pgimer.edu.in",https://www.thestatesman.com/wp-content/uploads/2019/09/vacancy.jpg,THESTATESMAN,GOVERNMENT,Sep-19,TRUE,"['pgimer', 'chandigarh', 'recruitment', 'applications', 'invited', 'posts', 'apply', 'till', 'october', 'pgimer']",pgimer chandigarh recruitment applications invited posts apply till october pgimer
162,22660,Narrow escape for Nagpur Mayor as 2 bike-borne man fire at him,https://www.thestatesman.com/wp-content/uploads/2019/12/joshi.jpg,THESTATESMAN,TERROR,Dec-19,TRUE,"['narrow', 'escape', 'nagpur', 'mayor', 'bike', 'borne', 'man']",narrow escape nagpur mayor bike borne man
25186,44010,"Fact Check: This rickshaw-puller was a lockdown saviour, wasnt jailed for anti-CAA protests",https://akm-img-a-in.tosshub.com/indiatoday/images/story/202007/EcQSPYfWsAAFwOI_0-170x96.jpeg?LM_U8908bSdhxmyozHtsPaB16rEWi7HQ,INDIATODAY,POLITICS,20-Jul,Fake,"['fact', 'check', 'rickshaw', 'puller', 'lockdown', 'saviour', 'jailed', 'anti', 'caa', 'protests']",fact check rickshaw puller lockdown saviour jailed anti caa protests
25613,29424,Shiv Sena wants quota for Muslims in Maharashtra ahead of Uddhav Thackerays Ayodhya visit,https://static.theprint.in/wp-content/uploads/2018/11/Uddhav-Thackeray-324x235.jpg,THEPRINT,ELECTION,Nov-18,TRUE,"['shiv', 'sena', 'wants', 'quota', 'muslims', 'maharashtra', 'ahead', 'uddhav', 'thackeray', 'ayodhya', 'visit']",shiv sena wants quota muslims maharashtra ahead uddhav thackeray ayodhya visit
37564,36557,BJP has a poll strategy for Priyanka Gandhi ï¿½ ignore her,https://static.theprint.in/wp-content/uploads/2019/02/Priyanka-Gandhi-Vadra-324x235.jpg,THEPRINT,POLITICS,Feb-19,TRUE,"['bjp', 'poll', 'strategy', 'priyanka', 'gandhi', 'ignore']",bjp poll strategy priyanka gandhi ignore
22908,37817,Viral Test: Who Photoshopped Ex-Prez Mukherjee In RSS Cap?,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201806/5365365-170x96.png?rxogkZ3lH2OdZX472bRiqY1s7tQoE6fu,INDIATODAY,GOVERNMENT,18-Jun,Fake,"['viral', 'test', 'photoshopped', 'prez', 'mukherjee', 'rss', 'cap']",viral test photoshopped prez mukherjee rss cap
42512,34596,"Punjab govt moves resolution against CAA in Assembly, second state to do so after Kerala",https://www.thestatesman.com/wp-content/uploads/2020/01/Punjab.jpg,THESTATEMAN,ELECTION,Jan-20,TRUE,"['punjab', 'govt', 'moves', 'resolution', 'caa', 'assembly', 'second', 'state', 'kerala']",punjab govt moves resolution caa assembly second state kerala
49345,21603,"Bengal govt might opt out of CentreÕs Ôone nation, one ration cardÕ scheme",https://www.thestatesman.com/wp-content/uploads/2019/10/QT-ration-cards.jpg,THESTATESMAN,GOVERNMENT,Oct-19,TRUE,"['bengal', 'govt', 'opt', 'centreõs', 'ôone', 'nation', 'ration', 'cardõ', 'scheme']",bengal govt opt centreõs ôone nation ration cardõ scheme
35509,27886,"Unlike BJP, which has just one voice, Congress gives every voice importance: Priyanka Gandhi",https://static.theprint.in/wp-content/uploads/2019/08/Priyanka-Gandhi-in-Sonbhadra-324x235.jpg,THEPRINT,ELECTION,Aug-19,TRUE,"['unlike', 'bjp', 'voice', 'congress', 'gives', 'voice', 'importance', 'priyanka', 'gandhi']",unlike bjp voice congress gives voice importance priyanka gandhi
30907,38189,Fact Check: Congress womenâs wing targets âGujarat Modelâ over dowry lesson but with the wrong photo,https://akm-img-a-in.tosshub.com/indiatoday/images/story/201907/wedding---facebook-and-storysi-170x96.jpeg?ClB8KwmK4ZUBbKTfX0SmVA10Nkdxpfd7,INDIATODAY,POLITICS,19-Jul,Fake,"['fact', 'check', 'congress', 'womenâ', 'wing', 'targets', 'gujarat', 'modelâ', 'dowry', 'lesson', 'wrong', 'photo']",fact check congress womenâ wing targets gujarat modelâ dowry lesson wrong photo
20588,44790,"Dont believe the FAKE news of Priyanka, Nick getting a divorce",https://newsmobile.in/wp-content/uploads/2019/04/PEECEE.jpg,NEWSMOBILE,VIOLENCE,19-Apr,Fake,"['believe', 'fake', 'news', 'priyanka', 'nick', 'getting', 'divorce']",believe fake news priyanka nick getting divorce
4765,11019,India-assisted venture to dwarf Chinese bridge in Maldives as most visible project,https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_465189446.jpg,TRIBUNEINDIA,POLITICS,Aug-20,TRUE,"['india', 'assisted', 'venture', 'dwarf', 'chinese', 'bridge', 'maldives', 'visible', 'project']",india assisted venture dwarf chinese bridge maldives visible project
19118,40476,Fact check: Bengaluru jewellerâs Nizam claims stand exposed,https://newsmeter.in/wp-content/uploads/2020/02/WhatsApp-Image-2020-02-10-at-1.09.51-PM-300x220.jpeg,NEWSMETER,MISLEADING,20-Feb,Fake,"['fact', 'check', 'bengaluru', 'jewellerâ', 'nizam', 'claims', 'stand', 'exposed']",fact check bengaluru jewellerâ nizam claims stand exposed
23616,52880,"Fact Check: Old Video Shared With False Claim Of It Showing Crowd At Borivali Station, Mumbai On.... This fabricated video has been designed by adding pictures and videos of old incidents held in different cities. It is being spread with the claim that the videos represent the current situation o...",https://www.thestatesman.com/wp-content/uploads/2020/04/keke.jpg,AUGMENT,VIOLENCE,,Fake,"['fact', 'check', 'old', 'video', 'shared', 'false', 'claim', 'showing', 'crowd', 'borivali', 'station', 'mumbai', 'fabricated', 'video', 'designed', 'adding', 'pictures', 'videos', 'old', 'incidents', 'held', 'different', 'cities', 'spread', 'claim', 'videos', 'represent', 'current', 'situation']",fact check old video shared false claim showing crowd borivali station mumbai fabricated video designed adding pictures videos old incidents held different cities spread claim videos represent current situation
2962,10742,"SCÛªs PM-CARES decision: BJP hails verdict, attacks Rahul; Cong calls it Û÷body blow to transparencyÛª",https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_1440439870.jpg,TRIBUNEINDIA,ELECTION,Aug-20,TRUE,"['ûªs', 'cares', 'decision', 'bjp', 'hails', 'verdict', 'attacks', 'rahul', 'cong', 'calls', 'body', 'blow', 'transparency']",ûªs cares decision bjp hails verdict attacks rahul cong calls body blow transparency
11173,43810,Two booked for running fake website using Narendra Modi's name ,https://www.oneindia.com/img/250x90/2017/01/modi-27-1485537443.jpg,ONEINDIA,GOVERNMENT,17-Jan,Fake,"['booked', 'running', 'fake', 'website', 'narendra', 'modi']",booked running fake website narendra modi
56647,43187,Swara Bhaskar didnt tweet this on Maulana slapping woman on live...,https://newsmobile.in/wp-content/uploads/2018/07/7be94209-f8ec-44a0-ab41-51f990fc4cdc.jpg,NEWSMOBILE,POLITICS,18-Jul,Fake,"['swara', 'bhaskar', 'tweet', 'maulana', 'slapping', 'woman', 'live']",swara bhaskar tweet maulana slapping woman live
11171,32618,Indian Army signs MoU with Bank of Baroda for new Baroda Military Salary Package,https://www.thestatesman.com/wp-content/uploads/2019/08/QT-jk.jpg,THESTATEMAN,COVID-19,Aug-19,TRUE,"['indian', 'army', 'signs', 'mou', 'bank', 'baroda', 'new', 'baroda', 'military', 'salary', 'package']",indian army signs mou bank baroda new baroda military salary package
9837,52833,How SonyLIV's PR Stunt Created Panic And Fake News. Congress IT Cell Chief Revives Misleading Old Video On Modi's,https://www.thestatesman.com/wp-content/uploads/2020/03/QT-yoga-nidra.jpg,AUGMENT,VIOLENCE,,Fake,"['sonyliv', 'stunt', 'created', 'panic', 'fake', 'news', 'congress', 'cell', 'chief', 'revives', 'misleading', 'old', 'video', 'modi']",sonyliv stunt created panic fake news congress cell chief revives misleading old video modi
15721,44702,Is Bhim Army chiefs real name Naseemuddin Khan? Heres the fact...,https://newsmobile.in/wp-content/uploads/2019/06/64239064_361883137800377_6824730323566198784_n-1.jpg,NEWSMOBILE,ELECTION,19-Jun,Fake,"['bhim', 'army', 'chief', 'real', 'naseemuddin', 'khan', 'fact']",bhim army chief real naseemuddin khan fact
8392,36044,"Sportspersons, 11 turncoats in BJPï¿½s first list of 78 candidates for Haryana elections",https://static.theprint.in/wp-content/uploads/2019/09/Babita-Phogat-324x235.jpeg,THEPRINT,ELECTION,Sep-19,TRUE,"['sportspersons', 'turncoats', 'bjpï', 'list', 'candidates', 'haryana', 'elections']",sportspersons turncoats bjpï list candidates haryana elections
37772,17408,First batch of Sputnik V vaccine to arrive in Kanpur medical college,https://cmsimages.tribuneindia.com/gallary_content/2020/11/2020_11$smallthumbimg_1421941637.jpg,TRIBUNEINDIA,COVID-19,Nov-20,TRUE,"['batch', 'sputnik', 'vaccine', 'arrive', 'kanpur', 'medical', 'college']",batch sputnik vaccine arrive kanpur medical college
14162,11612,ICMR plans to set up registry of hospitalised COVID-19 patients,https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_410877602.JPG,TRIBUNEINDIA,COVID-19,Aug-20,TRUE,"['icmr', 'plans', 'set', 'registry', 'hospitalised', 'covid', 'patients']",icmr plans set registry hospitalised covid patients
8921,47389,Photoshopped tweet of Bill Gates supporting animal sacrifice on Eid shared on social media, https://cmsimages.tribuneindia.com/gallary_content/2020/8/2020_8$smallthumbimg_782564980.jpg,AUGMENT,GOVERNMENT,,Fake,"['photoshopped', 'tweet', 'gates', 'supporting', 'animal', 'sacrifice', 'eid', 'shared', 'social', 'media']",photoshopped tweet gates supporting animal sacrifice eid shared social media
4358,24913,Man wins $1 million lottery with the numbers his family has played for 50 years,https://cdn.cnn.com/cnnnext/dam/assets/200821143914-australia-lottery-win-trnd-super-tease.jpg,CNN,POLITICS,Aug-20,TRUE,"['man', 'wins', 'million', 'lottery', 'numbers', 'family', 'played', 'years']",man wins million lottery numbers family played years
56321,51438,ÔWho do you like the most?Õ Guess what these Modi fans believe the child told Trump,https://newsmobile.in/wp-content/uploads/2019/03/COW_FAKE.jpg,AUGMENT,GOVERNMENT,,Fake,"['ôwho', 'like', 'guess', 'modi', 'fans', 'believe', 'child', 'told', 'trump']",ôwho like guess modi fans believe child told trump
33139,33864,Kerala HC stays govt order to supply liquor to those with withdrawal syndrome amid lockdown,https://www.thestatesman.com/wp-content/uploads/2020/04/liquor.jpg,THESTATEMAN,GOVERNMENT,Apr-20,TRUE,"['kerala', 'stays', 'govt', 'order', 'supply', 'liquor', 'withdrawal', 'syndrome', 'amid', 'lockdown']",kerala stays govt order supply liquor withdrawal syndrome amid lockdown
